Index,Word,Syllables,Phonemes
39946,remark,2,6
39947,remarkable,4,10
39948,remarkable,4,10
39949,remarkably,4,10
39950,remarkably,4,10
39951,remarked,2,7
39952,remarked,2,7
39953,remarking,3,8
39954,remarks,2,7
39955,remarks,2,7
39956,remarriage,3,7
39957,remarried,3,7
39958,remarry,3,6
39959,remarrying,4,8
39960,rematch,2,5
39961,Rembrandt,2,8
39962,remedial,4,8
39963,remedied,3,7
39964,remedies,3,7
39965,remedy,3,6
39966,remedying,4,8
39967,remember,3,7
39968,remember,3,7
39969,remembered,3,8
39970,remembered,3,8
39971,remembering,4,9
39972,remembering,3,9
39973,remembering,4,9
39974,remembering,3,9
39975,remembers,3,8
39976,remembers,3,8
39977,remembrance,3,10
39978,remembrances,4,12
39979,remind,2,6
39980,reminded,3,8
39981,reminded,3,8
39982,reminder,3,7
39983,reminders,3,8
39984,reminding,3,8
39985,reminds,2,7
39986,reminisce,3,7
39987,reminisced,3,8
39988,reminiscence,4,10
39989,reminiscences,5,12
39990,reminiscent,4,10
39991,reminisces,4,9
39992,reminiscing,4,9
39993,remiss,2,5
39994,remission,3,7
39995,remit,2,5
39996,remittance,3,8
39997,remittance,3,8
39998,remittances,4,10
39999,remittances,4,10
40000,remitted,3,7
40001,remnant,2,7
40002,remnants,2,8
40003,remodel,3,7
40004,remodeled,3,8
40005,remodeling,4,9
40006,remodeling,3,8
40007,remold,2,6
40008,remorse,2,6
40009,remorseful,3,9
40010,remorseless,3,9
40011,remote,2,5
40012,remote,2,5
40013,remotely,3,7
40014,remoteness,3,8
40015,remotest,3,8
40016,remoulded,3,8
40017,removable,4,9
40018,removal,3,7
40019,removals,3,8
40020,remove,2,5
40021,removed,2,6
40022,remover,3,6
40023,removes,2,6
40024,removing,3,7
40025,remuneration,5,11
40026,remunerative,5,11
40027,Remus,2,5
40028,Ren,1,3
40029,Renaissance,3,8
40030,renal,2,5
40031,rename,2,5
40032,renamed,2,6
40033,renaming,3,7
40034,render,2,5
40035,rendered,2,6
40036,rendering,3,7
40037,renderings,3,8
40038,renders,2,6
40039,rendezvous,3,7
40040,rending,2,6
40041,rendition,3,8
40042,renditions,3,9
40043,renegade,3,7
40044,renegades,3,8
40045,renege,2,5
40046,reneged,2,6
40047,reneging,3,7
40048,renegotiate,5,10
40049,renegotiated,6,12
40050,renegotiating,6,12
40051,renegotiation,6,12
40052,Renegotiations,6,13
40053,renew,2,4
40054,renewable,4,8
40055,renewal,3,6
40056,renewals,3,7
40057,renewed,2,5
40058,renewed,2,5
40059,renewing,3,6
40060,renews,2,5
40061,renin,2,5
40062,Renn,1,3
40063,Renner,2,4
40064,rennet,2,5
40065,Reno,2,4
40066,Renoir,2,6
40067,renomination,5,11
40068,renounce,2,6
40069,renounced,2,7
40070,renounces,3,8
40071,renouncing,3,8
40072,renovate,3,7
40073,renovated,4,9
40074,renovating,4,9
40075,renovation,4,9
40076,renovations,4,10
40077,renown,2,5
40078,renowned,2,6
40079,rent,1,4
40080,rental,2,6
40081,rentals,2,7
40082,rented,2,6
40083,rented,2,6
40084,renter,2,5
40085,renters,2,6
40086,renting,2,6
40087,rents,1,5
40088,renunciation,5,11
40089,Renwick,2,6
40090,reoccur,3,5
40091,reoffering,4,7
40092,reopen,3,6
40093,reopened,3,7
40094,reopening,4,8
40095,reopens,3,7
40096,reorder,3,6
40097,reordering,4,8
40098,reorganization,6,13
40099,reorganize,4,9
40100,reorganized,4,10
40101,reorganizes,5,11
40102,reorganizing,5,11
40103,reorient,4,8
40104,rep,1,3
40105,rep,5,12
40106,repack,2,5
40107,repackage,3,7
40108,repackaged,3,8
40109,repacked,2,6
40110,repaid,2,5
40111,repaint,2,6
40112,repainted,3,8
40113,repainting,3,8
40114,repair,2,5
40115,repairable,4,9
40116,repaired,2,6
40117,repaired,2,6
40118,repairing,3,7
40119,repairing,3,7
40120,repairman,3,8
40121,repairman,3,8
40122,repairmen,3,8
40123,repairs,2,6
40124,repairs,2,6
40125,reparation,4,8
40126,reparations,4,9
40127,repartee,3,6
40128,repatriate,4,9
40129,repatriated,5,11
40130,repatriation,5,11
40131,repay,2,4
40132,repaying,3,6
40133,repayment,3,8
40134,repayments,3,9
40135,repays,2,5
40136,repeal,2,5
40137,repeal,2,5
40138,repealed,2,6
40139,repealed,2,6
40140,repeat,2,5
40141,repeat,2,5
40142,repeatable,4,9
40143,repeated,3,7
40144,repeated,3,7
40145,repeated,3,7
40146,repeatedly,4,9
40147,repeater,3,6
40148,repeaters,3,7
40149,repeating,3,7
40150,repeating,3,7
40151,repeats,2,6
40152,repeats,2,6
40153,repel,2,5
40154,repelled,2,6
40155,repelled,2,6
40156,repellent,3,8
40157,repelling,3,7
40158,repels,2,6
40159,repent,2,6
40160,repentance,3,9
40161,repentant,3,9
40162,repented,3,8
40163,repenting,3,8
40164,repents,2,7
40165,repercussion,4,9
40166,repercussion,4,10
40167,repercussions,4,10
40168,repercussions,4,11
40169,repertoire,3,8
40170,repertory,4,8
40171,repetition,4,9
40172,repetitions,4,10
40173,repetitious,4,9
40174,repetitive,4,9
40175,rephrase,2,6
40176,replace,2,5
40177,replace,2,6
40178,replaceable,4,10
40179,replaced,2,7
40180,replacement,3,10
40181,replacements,3,11
40182,replaces,3,8
40183,replacing,3,8
40184,replant,2,7
40185,replanted,3,8
40186,replanted,3,9
40187,replanting,3,9
40188,replay,2,5
40189,replayed,2,6
40190,replaying,3,7
40191,replays,2,6
40192,replenish,3,8
40193,replenished,3,9
40194,replenishing,4,10
40195,replenishment,4,12
40196,replete,2,6
40197,replica,3,7
40198,replicas,3,8
40199,replicate,3,8
40200,replicated,4,10
40201,replicates,3,9
40202,replicating,4,10
40203,replication,4,10
40204,replied,2,6
40205,replied,2,6
40206,replies,2,6
40207,replies,2,6
40208,reply,2,5
40209,reply,2,5
40210,replying,3,7
40211,replying,3,7
40212,report,2,6
40213,report,2,6
40214,reportable,4,10
40215,reportage,3,8
40216,reported,3,8
40217,reported,3,8
40218,reportedly,4,10
40219,reportedly,4,10
40220,reporter,3,7
40221,reporters,3,8
40222,reporting,3,8
40223,reporting,3,8
40224,reportorial,5,10
40225,reports,2,7
40226,reports,2,7
40227,repose,2,5
40228,reposition,4,9
40229,repositioned,4,10
40230,repositioning,5,11
40231,repositories,5,11
40232,repository,5,10
40233,repossess,3,7
40234,repossessed,3,8
40235,Repossession,4,9
40236,repossessions,4,10
40237,reprehensible,5,13
40238,represent,3,9
40239,represent,3,9
40240,representation,5,13
40241,representational,6,15
40242,representations,5,14
40243,representative,5,12
40244,representative,5,13
40245,representative,5,12
40246,representative,5,13
40247,representatives,5,13
40248,representatives,5,14
40249,representatives,5,13
40250,representatives,5,14
40251,represented,4,10
40252,represented,4,11
40253,represented,4,10
40254,represented,4,11
40255,representing,4,10
40256,representing,4,11
40257,represents,3,10
40258,represents,3,10
40259,repress,2,6
40260,repressed,2,7
40261,repressing,3,8
40262,repression,3,8
40263,repressions,3,9
40264,repressive,3,8
40265,repricing,3,8
40266,reprieve,2,6
40267,reprimand,3,9
40268,reprimanded,4,11
40269,reprimands,3,10
40270,reprint,2,7
40271,reprinted,3,9
40272,reprinting,3,9
40273,reprisal,3,8
40274,reprisals,3,9
40275,reprisals,3,9
40276,reprise,2,6
40277,reprise,2,6
40278,reproach,2,6
40279,reprobate,3,8
40280,reprocess,3,8
40281,reprocessed,3,9
40282,reprocessing,4,10
40283,reproduce,3,8
40284,reproduced,3,9
40285,reproduces,4,10
40286,reproducing,4,10
40287,reproduction,4,11
40288,reproductions,4,12
40289,reproductive,4,11
40290,reprogram,3,9
40291,reprogrammed,3,10
40292,reprogramming,4,11
40293,reps,1,4
40294,reptile,2,6
40295,reptiles,2,7
40296,reptilian,3,9
40297,Reptilians,3,10
40298,Republic,3,8
40299,Republic,3,8
40300,Republica,4,9
40301,Republican,4,10
40302,Republican,4,10
40303,Republican,4,10
40304,Republicans,4,11
40305,Republicans,4,11
40306,Republicans,4,11
40307,republics,3,9
40308,repudiate,4,9
40309,repudiates,4,10
40310,repudiating,5,11
40311,repudiation,5,11
40312,repugnant,3,9
40313,repugnant,3,9
40314,repulse,2,6
40315,repulsed,2,7
40316,repulsing,3,8
40317,repulsive,3,8
40318,repurchase,3,7
40319,repurchased,3,8
40320,repurchasing,4,9
40321,reputable,4,10
40322,reputation,4,10
40323,reputations,4,11
40324,repute,2,6
40325,reputed,3,8
40326,reputed,3,8
40327,reputed,3,8
40328,reputedly,4,10
40329,request,2,7
40330,request,2,7
40331,requested,3,9
40332,requested,3,9
40333,requested,3,9
40334,requester,3,8
40335,requesting,3,9
40336,requesting,3,9
40337,requests,2,6
40338,requests,2,8
40339,requests,2,6
40340,requests,2,8
40341,Requiem,3,7
40342,require,3,6
40343,require,3,6
40344,require,2,6
40345,required,3,7
40346,required,2,7
40347,requirement,3,10
40348,requirements,3,11
40349,requires,3,7
40350,requires,2,7
40351,requiring,4,8
40352,requiring,3,8
40353,requisite,3,8
40354,requisition,4,10
40355,requisitioned,4,11
40356,reread,2,5
40357,rereading,3,7
40358,reroute,2,5
40359,reroute,2,5
40360,rerouted,3,7
40361,rerouted,3,7
40362,rerouting,3,7
40363,rerouting,3,7
40364,rerun,2,5
40365,reruns,2,6
40366,res,1,3
40367,resale,2,5
40368,reschedule,3,8
40369,rescheduled,3,9
40370,rescheduling,4,10
40371,rescind,2,6
40372,rescind,2,6
40373,rescinded,3,8
40374,rescinded,3,8
40375,rescinded,3,8
40376,rescinding,3,8
40377,rescission,3,7
40378,rescue,2,6
40379,rescued,2,7
40380,rescuer,3,7
40381,rescuers,3,8
40382,rescues,2,7
40383,rescuing,3,8
40384,reseal,2,5
40385,resealed,2,6
40386,research,2,5
40387,research,2,5
40388,researched,2,6
40389,researcher,3,6
40390,researchers,3,7
40391,researches,3,7
40392,researching,3,7
40393,Reseda,3,6
40394,reseed,2,5
40395,resell,2,5
40396,reselling,3,7
40397,resemblance,3,10
40398,resemblance,3,10
40399,resemblances,4,12
40400,resemble,3,8
40401,resemble,3,8
40402,resembled,3,9
40403,resembled,3,9
40404,resembles,3,9
40405,resembles,3,9
40406,resembling,4,10
40407,resembling,4,10
40408,resembling,3,9
40409,resent,2,6
40410,resent,2,6
40411,resented,3,7
40412,resented,3,8
40413,resentful,3,9
40414,resenting,3,7
40415,resenting,3,8
40416,resenting,3,7
40417,resenting,3,8
40418,resentment,3,9
40419,resentment,3,10
40420,resentments,3,10
40421,resentments,3,11
40422,resents,2,7
40423,reservation,4,9
40424,reservations,4,10
40425,reserve,2,5
40426,reserve,2,5
40427,reserved,2,6
40428,reserved,2,6
40429,reserves,2,6
40430,reserves,2,6
40431,reserving,3,7
40432,reserving,3,7
40433,reservist,3,8
40434,Reservists,3,7
40435,Reservists,3,8
40436,Reservists,3,9
40437,reservoir,3,8
40438,reservoir,3,8
40439,reservoirs,3,9
40440,reset,2,5
40441,reset,2,5
40442,resets,2,6
40443,resets,2,6
40444,resettlement,4,11
40445,reshape,2,5
40446,reshaped,2,6
40447,reshaping,3,7
40448,reshot,2,5
40449,reshuffle,3,7
40450,reshuffling,4,9
40451,reshuffling,3,8
40452,reside,2,5
40453,reside,2,5
40454,resided,3,7
40455,residence,3,8
40456,residences,4,10
40457,Residencies,4,10
40458,residency,4,9
40459,resident,3,8
40460,residential,4,10
40461,residents,3,9
40462,resides,2,6
40463,resides,2,6
40464,residing,3,7
40465,residing,3,7
40466,residual,4,8
40467,residuals,4,9
40468,residue,3,6
40469,residues,3,7
40470,resign,2,5
40471,resign,2,5
40472,resign,2,5
40473,resignation,4,10
40474,resignation,4,10
40475,resignations,4,11
40476,resigned,2,6
40477,resigned,2,6
40478,resigned,2,6
40479,resigning,3,7
40480,resigning,3,7
40481,resigning,3,7
40482,resigns,2,6
40483,resigns,2,6
40484,resigns,2,6
40485,resilience,4,9
40486,resilience,3,9
40487,resiliency,4,10
40488,resilient,3,9
40489,resin,2,5
40490,resin,2,5
40491,resins,2,6
40492,resins,2,6
40493,resist,2,6
40494,resist,2,6
40495,resistance,3,9
40496,resistance,3,9
40497,resistant,3,9
40498,resistant,3,9
40499,resisted,3,8
40500,resisted,3,8
40501,resisted,3,8
40502,resisting,3,8
40503,resisting,3,8
40504,resistors,3,8
40505,resists,2,5
40506,resists,2,7
40507,resists,2,5
40508,resists,2,7
40509,resold,2,6
40510,resolute,3,7
40511,resolutely,4,9
40512,resolutely,4,9
40513,resolution,4,9
40514,resolutions,4,10
40515,resolve,2,6
40516,resolved,2,7
40517,resolves,2,7
40518,resolving,3,8
40519,resonance,3,8
40520,resonant,3,8
40521,resonate,3,7
40522,resonated,4,9
40523,resonates,3,8
40524,resonating,4,9
40525,resort,2,6
40526,resort,2,6
40527,resort,2,6
40528,resorted,3,8
40529,resorted,3,8
40530,resorted,3,8
40531,resorting,3,8
40532,resorting,3,8
40533,resorting,3,8
40534,resorts,2,7
40535,resorts,2,7
40536,resorts,2,7
40537,resound,2,6
40538,resound,2,6
40539,resounding,3,8
40540,resoundingly,4,10
40541,resource,2,6
40542,resourceful,3,9
40543,resourcefulness,4,12
40544,resources,3,8
40545,respect,2,7
40546,respect,2,7
40547,respectability,6,14
40548,respectable,4,11
40549,respectable,4,11
40550,respectably,4,11
40551,respected,3,9
40552,respected,3,9
40553,respected,3,9
40554,respectful,3,10
40555,respectfully,4,11
40556,respecting,3,9
40557,respective,3,9
40558,respective,3,9
40559,respectively,4,11
40560,respects,2,7
40561,respects,2,8
40562,respects,2,7
40563,respects,2,8
40564,respiration,4,9
40565,respirator,4,8
40566,respirators,4,9
40567,respiratory,5,10
40568,respite,2,6
40569,resplendent,3,11
40570,respond,2,7
40571,respond,2,7
40572,responded,3,9
40573,responded,3,9
40574,responded,3,9
40575,respondent,3,10
40576,responder,3,8
40577,responders,3,9
40578,responding,3,9
40579,responding,3,9
40580,responds,2,8
40581,responds,2,8
40582,response,2,7
40583,response,2,7
40584,responses,3,9
40585,responses,3,9
40586,responses,3,9
40587,responsibilities,6,15
40588,responsibility,6,14
40589,responsible,4,11
40590,responsibly,4,11
40591,responsive,3,9
40592,responsiveness,4,12
40593,rest,1,4
40594,restage,2,6
40595,restaged,2,7
40596,restart,2,7
40597,restarted,3,9
40598,restarting,3,9
40599,restate,2,6
40600,restated,3,8
40601,restatement,3,10
40602,restates,2,7
40603,restating,3,8
40604,restaurant,3,8
40605,restaurant,2,8
40606,restauranteur,3,9
40607,restaurants,3,9
40608,restaurants,2,9
40609,restaurateur,4,8
40610,restaurateur,3,8
40611,restaurateurs,4,9
40612,restaurateurs,3,9
40613,rested,2,6
40614,rested,2,6
40615,Rester,2,5
40616,restful,2,7
40617,resting,2,6
40618,restitution,4,10
40619,restless,2,7
40620,restlessness,3,10
40621,restock,2,6
40622,restocked,2,7
40623,restocking,3,8
40624,restoration,4,9
40625,restorations,4,10
40626,restorative,4,10
40627,restore,2,6
40628,restored,2,7
40629,restorer,3,7
40630,restores,2,7
40631,restoring,3,8
40632,restrain,2,7
40633,restrained,2,8
40634,restraining,3,9
40635,restrains,2,8
40636,restraint,2,8
40637,restraint,2,8
40638,restraints,2,9
40639,restraints,2,9
40640,restrict,2,8
40641,restricted,3,10
40642,restricted,3,10
40643,restricting,3,10
40644,restriction,3,10
40645,restrictions,3,11
40646,restrictive,3,10
40647,restricts,2,9
40648,restroom,2,7
40649,restrooms,2,8
40650,restructure,3,9
40651,restructured,3,10
40652,restructuring,4,11
40653,rests,1,5
40654,restyled,2,7
40655,resubmit,3,8
40656,resubmitted,4,10
40657,result,2,6
40658,result,2,6
40659,resultant,3,9
40660,resulted,3,8
40661,resulted,3,8
40662,resulted,3,8
40663,resulting,3,8
40664,resulting,3,8
40665,results,2,7
40666,results,2,7
40667,resume,3,6
40668,resume,2,5
40669,resume,2,5
40670,resumed,2,6
40671,resumed,2,6
40672,resumes,3,7
40673,resumes,2,6
40674,resumes,2,6
40675,resuming,3,7
40676,resuming,3,7
40677,resumption,3,9
40678,resumption,3,8
40679,resumption,3,9
40680,resumption,3,8
40681,resupply,3,7
40682,resurface,3,7
40683,resurfaced,3,8
40684,resurfacing,4,9
40685,resurgence,3,8
40686,resurging,3,7
40687,resurrect,3,7
40688,resurrected,4,9
40689,resurrecting,4,9
40690,resurrection,4,9
40691,resuscitate,4,9
40692,resuscitate,4,9
40693,resuscitated,5,11
40694,resuscitating,5,11
40695,resuscitation,5,11
40696,ret,1,3
40697,retail,2,5
40698,retailer,3,6
40699,retailers,3,7
40700,retailing,3,7
40701,Retails,2,6
40702,retain,2,5
40703,retain,2,5
40704,retained,2,6
40705,retained,2,6
40706,retainer,3,6
40707,retainer,3,6
40708,retainers,3,7
40709,retaining,3,7
40710,retaining,3,7
40711,retains,2,6
40712,retains,2,6
40713,retake,2,5
40714,retake,2,5
40715,retaken,3,7
40716,retaking,3,7
40717,retaliate,4,8
40718,retaliate,4,8
40719,retaliated,5,10
40720,retaliated,5,10
40721,retaliating,5,10
40722,retaliation,5,10
40723,retaliatory,5,11
40724,retard,2,6
40725,retard,2,6
40726,retardant,3,9
40727,retardation,4,10
40728,retarded,3,8
40729,retarded,3,8
40730,retarded,3,8
40731,retarding,3,8
40732,retarding,3,8
40733,retards,2,7
40734,retards,2,7
40735,retell,2,5
40736,retelling,3,7
40737,retention,3,8
40738,retest,2,6
40739,retested,3,8
40740,retesting,3,8
40741,rethink,2,6
40742,rethinking,3,8
40743,rethought,2,5
40744,reticence,3,8
40745,reticent,3,8
40746,retina,3,6
40747,retinal,3,7
40748,retinoblastoma,6,14
40749,retire,2,5
40750,retire,3,5
40751,retire,2,5
40752,retired,2,6
40753,retired,3,6
40754,retired,2,6
40755,retiree,3,6
40756,Retirees,3,7
40757,retirement,4,9
40758,retirement,4,9
40759,retirements,3,10
40760,retirements,3,10
40761,retires,2,6
40762,retires,3,6
40763,retires,2,6
40764,retiring,3,7
40765,retiring,4,7
40766,retiring,3,7
40767,retook,2,5
40768,retool,2,5
40769,retooled,2,6
40770,retooling,3,7
40771,retort,2,6
40772,retorted,3,8
40773,retorts,2,7
40774,retorts,2,7
40775,retouching,3,7
40776,retrace,2,6
40777,retraced,2,7
40778,retracing,3,8
40779,retract,2,7
40780,retractable,4,11
40781,retracted,3,9
40782,retracting,3,9
40783,retraction,3,9
40784,retracts,2,8
40785,retrain,2,6
40786,retrained,2,7
40787,retraining,3,8
40788,retread,2,6
40789,retreads,2,7
40790,retreat,2,6
40791,retreated,3,8
40792,retreated,3,8
40793,retreating,3,8
40794,retreats,2,7
40795,retrench,2,7
40796,retrenchment,3,11
40797,retrial,3,7
40798,retribution,4,11
40799,retried,2,6
40800,retrieval,3,8
40801,retrieval,3,8
40802,retrieve,2,6
40803,retrieve,2,6
40804,retrieved,2,7
40805,retriever,3,7
40806,retrievers,3,8
40807,retrieves,2,7
40808,retrieves,2,7
40809,retrieving,3,8
40810,retro,2,5
40811,retroactive,4,10
40812,retroactively,5,12
40813,retrofit,3,8
40814,retrofitted,4,10
40815,retrofitting,4,10
40816,retrograde,3,9
40817,retrospect,3,10
40818,retrospective,4,12
40819,retrovirus,4,10
40820,retroviruses,5,12
40821,retry,2,5
40822,retrying,3,7
40823,return,2,5
40824,return,2,5
40825,returnable,4,9
40826,returned,2,6
40827,returned,2,6
40828,returnee,3,6
40829,returnees,3,7
40830,returning,3,7
40831,returning,3,7
40832,returns,2,6
40833,returns,2,6
40834,Reuben,2,5
40835,reunification,6,12
40836,reunified,4,8
40837,reunify,4,7
40838,reunion,3,7
40839,reunions,3,8
40840,reunite,3,6
40841,reunited,4,8
40842,reunites,3,7
40843,reuniting,4,8
40844,reusable,4,8
40845,reuse,2,5
40846,reuse,2,5
40847,reused,2,5
40848,reusing,3,7
40849,Rev,1,3
40850,revalue,3,7
40851,revamp,2,6
40852,revamped,2,7
40853,revamping,3,8
40854,revamps,2,7
40855,reveal,2,5
40856,reveal,2,5
40857,revealed,2,6
40858,revealed,2,6
40859,revealing,3,7
40860,revealing,3,7
40861,reveals,2,6
40862,reveals,2,6
40863,revel,2,5
40864,revelation,4,9
40865,Revelations,4,10
40866,reveled,2,6
40867,revelers,3,7
40868,reveling,3,7
40869,revellers,3,7
40870,revelry,3,7
40871,revels,2,6
40872,revenge,2,6
40873,revenue,3,6
40874,revenue,3,7
40875,Revenuers,4,8
40876,Revenuers,4,9
40877,revenues,3,7
40878,revenues,3,8
40879,reverb,2,5
40880,reverberate,4,8
40881,reverberate,4,8
40882,reverberated,5,10
40883,reverberated,5,10
40884,reverberated,5,10
40885,reverberates,4,9
40886,reverberating,5,10
40887,reverberating,5,10
40888,reverberation,5,10
40889,reverberations,5,11
40890,Revere,2,5
40891,revered,2,6
40892,reverence,3,7
40893,Reverend,3,7
40894,Reverend,2,7
40895,reverent,3,7
40896,reverently,4,9
40897,reveres,2,6
40898,reverie,3,5
40899,reveries,3,6
40900,reversal,3,7
40901,reversal,3,7
40902,reversals,3,8
40903,reversals,3,8
40904,reverse,2,5
40905,reverse,2,5
40906,reversed,2,6
40907,reversed,2,6
40908,reverses,3,7
40909,reverses,3,7
40910,reverses,3,7
40911,reversible,4,9
40912,reversible,4,9
40913,reversing,3,7
40914,reversing,3,7
40915,reversion,3,7
40916,revert,2,5
40917,revert,2,5
40918,reverted,3,7
40919,reverted,3,7
40920,reverting,3,7
40921,reverts,2,6
40922,review,2,5
40923,reviewed,2,6
40924,reviewer,3,6
40925,reviewers,3,7
40926,reviewing,3,7
40927,reviews,2,6
40928,reviews,2,6
40929,revile,2,5
40930,reviled,2,6
40931,revise,2,5
40932,revise,2,5
40933,revised,2,6
40934,revised,2,6
40935,revises,3,7
40936,revises,3,7
40937,revising,3,7
40938,revising,3,7
40939,revision,3,7
40940,revisionist,4,10
40941,revisionists,4,9
40942,revisionists,4,10
40943,revisionists,4,11
40944,revisions,3,8
40945,revisit,3,7
40946,revisited,4,9
40947,revisiting,4,9
40948,revitalize,4,9
40949,revitalized,4,10
40950,revitalizing,5,11
40951,revival,3,7
40952,revival,3,7
40953,revivals,3,8
40954,revive,2,5
40955,revive,2,5
40956,revived,2,6
40957,revived,2,6
40958,revives,2,6
40959,reviving,3,7
40960,reviving,3,7
40961,revocable,4,9
40962,revocation,4,9
40963,revoir,2,6
40964,revoke,2,5
40965,revoke,2,5
40966,revoked,2,6
40967,revoked,2,6
40968,revoking,3,7
40969,revoking,3,7
40970,revolt,2,6
40971,revolt,2,6
40972,revolted,3,8
40973,revolted,3,8
40974,revolted,3,8
40975,revolting,3,8
40976,revolts,2,7
40977,revolution,4,9
40978,revolutionaries,6,13
40979,revolutionary,6,12
40980,revolutionists,5,11
40981,revolutionists,5,12
40982,revolutionists,5,13
40983,revolutionize,5,11
40984,revolutionized,5,12
40985,revolutionizing,6,13
40986,revolutions,4,10
40987,revolve,2,6
40988,revolved,2,7
40989,revolver,3,7
40990,revolvers,3,8
40991,revolves,2,7
40992,revolving,3,8
40993,revs,1,4
40994,Revue,2,5
40995,revues,2,6
40996,revulsion,3,8
40997,revulsion,3,8
40998,revved,1,4
40999,revving,2,5
41000,Rew,1,2
41001,reward,2,6
41002,reward,2,6
41003,rewarded,3,8
41004,rewarded,3,8
41005,rewarded,3,8
41006,rewarding,3,8
41007,rewarding,3,8
41008,rewards,2,7
41009,rewards,2,7
41010,rewind,2,6
41011,rewire,3,5
41012,rewired,3,6
41013,rewiring,4,7
41014,reword,2,5
41015,rework,2,5
41016,reworked,2,6
41017,reworking,3,7
41018,rewrite,2,5
41019,rewrite,2,5
41020,rewrites,2,6
41021,rewriting,3,7
41022,rewritten,3,7
41023,rewrote,2,5
41024,Rex,1,4
41025,Reykjavik,3,8
41026,Reykjavik,3,7
41027,Reynard,2,5
41028,rezoning,3,7
41029,Rhapsody,3,7
41030,Rhea,2,3
41031,Rhein,1,3
41032,Rheingold,2,7
41033,rhesus,2,5
41034,rhetoric,3,6
41035,rhetorical,4,9
41036,rhetorically,4,9
41037,rheumatic,3,7
41038,rheumatism,4,9
41039,rheumatoid,3,7
41040,rheumatology,5,10
41041,Rhine,1,3
41042,rhinestone,2,7
41043,rhinestones,2,8
41044,rhino,2,4
41045,rhinoceros,4,8
41046,rhinos,2,5
41047,rhizome,2,5
41048,Rho,1,2
41049,Rhodes,1,4
41050,Rhodesia,3,6
41051,rhodium,3,6
41052,rhododendron,4,11
41053,rhubarb,2,6
41054,rhyme,1,3
41055,rhymed,1,4
41056,rhymer,2,4
41057,rhymes,1,4
41058,rhyming,2,5
41059,rhythm,2,5
41060,rhythmic,2,6
41061,rhythmically,3,8
41062,rhythms,2,6
41063,ria,2,3
41064,rial,2,4
41065,rib,1,3
41066,ribald,2,6
41067,ribaldry,3,8
41068,ribbed,1,4
41069,ribbing,2,5
41070,Ribble,2,5
41071,ribbon,2,5
41072,ribbons,2,6
41073,ribonucleic,5,11
41074,ribs,1,4
41075,rice,1,3
41076,rich,1,3
41077,Richard,2,5
41078,Richardson,3,8
41079,riche,1,3
41080,richer,2,4
41081,riches,2,5
41082,riches,2,5
41083,richest,2,6
41084,Richfield,2,7
41085,richly,2,5
41086,Richmond,2,7
41087,richness,2,6
41088,Richter,2,5
41089,Rick,1,3
41090,rickets,2,6
41091,rickety,3,6
41092,Rickey,2,4
41093,Ricks,1,4
41094,ricochet,3,6
41095,ricocheted,3,7
41096,ricocheting,4,8
41097,rid,1,3
41098,ridable,3,7
41099,riddance,2,6
41100,ridden,2,5
41101,ridding,2,5
41102,riddle,2,5
41103,riddled,2,6
41104,Riddler,2,5
41105,riddles,2,6
41106,ride,1,3
41107,rider,2,4
41108,riders,2,5
41109,rides,1,4
41110,ridge,1,3
41111,ridged,1,4
41112,ridges,2,5
41113,ridges,2,5
41114,Ridgeway,2,5
41115,ridicule,3,8
41116,ridiculed,3,9
41117,ridicules,3,9
41118,ridiculing,4,10
41119,ridiculous,4,10
41120,ridiculously,5,12
41121,riding,2,5
41122,ridings,2,6
41123,Ridley,2,5
41124,rids,1,4
41125,ries,1,3
41126,Riesling,2,6
41127,rife,1,3
41128,Riff,1,3
41129,riffing,2,5
41130,riffle,2,5
41131,riffraff,2,6
41132,riffs,1,4
41133,rifle,2,5
41134,rifled,2,6
41135,rifleman,3,8
41136,riflery,3,7
41137,rifles,2,6
41138,rifling,2,6
41139,rift,1,4
41140,rifts,1,5
41141,rig,1,3
41142,Riga,2,4
41143,rigatoni,4,8
41144,Rigel,2,5
41145,rigged,1,4
41146,rigging,2,5
41147,right,1,3
41148,righted,2,5
41149,righteous,2,5
41150,righteously,3,7
41151,righteousness,3,8
41152,righter,2,4
41153,rightful,2,6
41154,rightfully,3,7
41155,righthand,2,7
41156,rightist,2,6
41157,rightists,2,7
41158,rightly,2,5
41159,rightness,2,6
41160,Righto,2,4
41161,rights,1,4
41162,rightward,2,6
41163,righty,2,4
41164,rigid,2,5
41165,rigid,2,5
41166,rigidities,4,9
41167,rigidity,4,8
41168,rigidly,3,7
41169,rigor,2,4
41170,rigorous,3,6
41171,rigorously,4,8
41172,rigors,2,5
41173,rigs,1,4
41174,rigueur,2,4
41175,rigueur,2,6
41176,rile,1,3
41177,riled,1,4
41178,riles,1,4
41179,Riley,2,4
41180,rill,1,3
41181,rim,1,3
41182,Rima,2,4
41183,Rimes,1,4
41184,Rimmer,2,4
41185,rims,1,4
41186,Rincon,2,6
41187,rind,1,4
41188,rinds,1,5
41189,rine,1,3
41190,ring,1,3
41191,ringe,1,3
41192,ringed,1,4
41193,ringer,2,4
41194,Ringers,2,5
41195,ringing,2,5
41196,Ringle,2,6
41197,ringleader,3,7
41198,ringleaders,3,8
41199,ringmaster,3,8
41200,rings,1,4
41201,ringside,2,6
41202,rink,1,4
41203,Rinker,2,5
41204,rinks,1,5
41205,rinse,1,4
